key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_wikidata,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
c54c72aa,c54c72aa-cd90-4a05-a080-767dd53ef5a7,502003,sizes001,sizemsc01,sizemo001sco,2881,,,,,Q3044498,Sizemore,Scott,Scott Daniel,,,,1985,1,4,,,,2006,2016,2010,2014,2004,2006,,,,,,,,,,
c5530155,c5530155-599d-47c0-808a-f9ef3d28fd9c,285078,hamij003,hamiljo03,hamilt004jos,1875,,,,,Q716346,Hamilton,Josh,Joshua Holt,,,,1981,5,21,,,,1999,2016,2007,2015,,,,,,,,,,,,
c5578b37,c5578b37-77fc-4f1d-a38b-cc99d08f562f,671218,ramoh002,ramoshe02,ramos-000hel,22515,,,,,,Ramos,Heliot,Heliot Lemuel,,Lebron,,1999,9,7,,,,2017,2024,2022,2024,,,,,,,,,,,,
c55b6894,c55b6894-9962-4bb9-ba93-74cce9cefbac,595191,eickj001,eickhje01,eickho001jer,12664,,,,,Q20870998,Eickhoff,Jerad,Jerad Joseph,,,,1990,7,2,,,,2011,2023,2015,2022,,,,,,,,,,,,
c5688912,c5688912-114f-4383-9ae1-041b10f7c76e,622797,payap001,payanpe01,payano000ped,18313,,,,,Q65084069,Payano,Pedro,Pedro Julio,,,,1994,9,27,,,,2012,2024,2019,2019,,,,,,,,,,,,
c56d85d4,c56d85d4-d96e-486e-8ddd-756330366e90,452035,blank002,blankky01,blanks001kyl,49,,,,,Q3200908,Blanks,Kyle,Kyle Nathaniel,,,,1986,9,11,,,,2005,2017,2009,2015,,,,,,,,,,,,
c57d4d8c,c57d4d8c-f8d2-4e1b-b4f0-cfcb3f441b22,661281,,,toscan000dia,17199,,,,,,Toscano,Dian,Dian,,Carreras,,1989,3,9,,,,2008,2016,,,,,,,,,,,,,,
c5993341,c5993341-fc01-465a-a0d6-766ed9916b3b,571656,farmb001,farmebu01,farmer001geo,14814,,,,,Q17505084,Farmer,Buck,George Runie,,,,1991,2,20,,,,2013,2024,2014,2024,2010,2013,,,,,,,,,,
c5ac81d5,c5ac81d5-0dd5-4402-9cc2-e74459f76541,474039,beatp001,beatope01,beato-001ped,1330,,,,,Q3374013,Beato,Pedro,Pedro,,,,1986,10,27,,,,2006,2019,2011,2017,,,,,,,,,,,,
c5b05e4b,c5b05e4b-8532-4a87-9cfa-51dcc446d61b,432934,younc003,youngch03,young-004chr,3196,,,,,Q2964905,Young,Chris,Christopher Ryan,,,,1979,5,25,,,,2001,2017,2004,2017,1999,2000,,,,,,,,,,
c5bd95ff,c5bd95ff-593c-4875-b48e-012da0caca64,669935,alexa001,alexyaj01,alexy-000aj-,22343,,,,,Q108347411,Alexy,A. J.,Adam John,,,,1998,4,21,,,,2016,2024,2021,2022,,,,,,,,,,,,
c5c2ac40,c5c2ac40-d2e9-46fd-80fc-cb242f5d470e,502381,gregl001,gregelu01,greger001luk,4090,,,,,Q3267069,Gregerson,Luke,Lucas John,,,,1984,5,14,,,,2006,2019,2009,2019,2003,2006,,,,,,,,,,
