key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_wikidata,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
9de98d62,9de98d62-55da-41fa-85fe-54642ae57940,670426,diehp001,diehlph01,diehl-000phi,20030,,,,,Q64746596,Diehl,Phillip,Phillip Stewart,,,,1994,7,16,,,,2016,2024,2019,2022,2013,2016,,,,,,,,,,
9df2d6a6,9df2d6a6-5363-4210-85c6-c34678e2fb14,623451,stepj002,stephja01,stephe003jac,14420,,,,,Q32151746,Stephens,Jackson,Jackson Tanner,,,,1994,5,11,,,,2012,2024,2017,2024,,,,,,,,,,,,
9e00e3d0,9e00e3d0-d9fb-4c89-bce7-38db5848d791,502544,bussn001,bussni01,buss--001nic,6835,,,,,Q15102665,Buss,Nick,Nicholas Gregory,,,Chili,1986,12,15,,,,2008,2018,2013,2016,2007,2008,,,,,,,,,,
9e0697c2,9e0697c2-fe34-4d92-84ca-131843f60f5a,600968,rosar002,rosarra01,rosari000ran,14508,73975153,,,,Q30121872,Rosario,Randy,Randy Miguel,,Luperon,,1994,5,18,,,,2011,2022,2017,2020,,,,,,,,,,,,
9e18b5b4,9e18b5b4-78b7-406c-8e1c-2e4bca2d4e9b,593590,rivaw001,rivaswe01,rivas-001web,14636,,,,,,Rivas,Webster,Webster Julian,,Toiribo,,1990,8,8,,,,2010,2024,2021,2021,,,,,,,,,,,,
9e2ac12b,9e2ac12b-aea9-4fb3-a2e3-5f99073211f4,657061,tuckc001,tuckeco01,tucker000col,17326,,,,,Q17181020,Tucker,Cole,Cole Bryson,,,,1996,7,3,,,,2014,2024,2019,2024,,,,,,,,,,,,
9e57d584,9e57d584-e862-43cc-a321-49a9420830aa,596119,swihb001,swihabl01,swihar000bla,13176,,,,,Q16235065,Swihart,Blake,Blake Aubry,,,,1992,4,3,,,,2011,2024,2015,2019,,,,,,,,,,,,
9e5bfc9c,9e5bfc9c-8ddb-4b17-b940-13fd18235558,656240,blews001,blewesc01,blewet000sco,16427,,,,,Q72904841,Blewett,Scott,Scott Thomas,,,,1996,4,10,,,,2014,2024,2020,2024,,,,,,,,,,,,
9e7bf158,9e7bf158-8c63-4b76-90ce-3b6287470050,502004,kontg001,kontoge01,kontos001geo,9486,,,,,Q3101699,Kontos,George,George Nicholas,,,,1985,6,12,,,,2006,2019,2011,2018,2004,2006,,,,,,,,,,
9e8503f6,9e8503f6-ea92-485f-838b-0791c15219d5,666364,balaj001,balazjo02,balazo000jor,21866,,,,,,Balazovic,Jordan,Jordan Blake,,,,1998,9,17,,,,2016,2024,2023,2023,,,,,,,,,,,,
9e9673c7,9e9673c7-1945-4903-9cf6-a1bf79fed5a8,686826,jarvb001,jarvibr01,jarvis000bry,27477,,,,,,Jarvis,Bryce,Bryce Martin,,,,1997,12,26,,,,2021,2024,2023,2024,2018,2020,,,,,,,,,,
9eb8d593,9eb8d593-4176-4f6f-b95e-7ac5126a4f12,656786,mushp001,mushipa01,mushin000par,21324,,,,,Q111630705,Mushinski,Parker,Parker Allen,,,,1995,11,22,,,,2017,2024,2022,2024,2015,2017,,,,,,,,,,
9ed1043f,9ed1043f-6913-45db-ac86-36672ef33050,621438,taylt002,tayloty01,taylor000tyr,13675,,,,,Q67200894,Taylor,Tyrone,Tyrone Anthony,,,,1994,1,22,,,,2012,2024,2019,2024,,,,,,,,,,,,
9ed31c58,9ed31c58-6cc9-4430-973a-d3f9993e2eef,661563,gil-l001,gillu01,gil---003lui,21052,,,,,,Gil,Luis,Luis Angel,,Brito,,1998,6,3,,,,2015,2024,2021,2024,,,,,,,,,,,,
